Id,SalePrice
1461,113400.99099816325
1462,155717.62090646444
1463,174245.84160576572
1464,188419.3623304871
1465,198863.10058076496
1466,163800.02672129925
1467,173226.10957581218
1468,158023.98523515675
1469,191419.90577090366
1470,117165.30588852796
1471,183679.95168803033
1472,95072.14072704167
1473,91343.16514654989
1474,141508.64929536276
1475,109254.7437247941
1476,332715.3281901101
1477,246522.00556057342
1478,288101.7766848713
1479,284871.7359475785
1480,422940.47882449074
1481,319492.4192130501
1482,218386.85485081223
1483,174146.6466543447
1484,161688.52810373483
1485,182977.40097793838
1486,191103.8342098506
1487,310442.4617780518
1488,238797.90042775113
1489,188746.24612916214
1490,224061.6103087896
1491,188328.2696641724
1492,92200.8833478254
1493,167989.95477911667
1494,278373.51521541824
1495,276786.2708933936
1496,223124.39931787184
1497,174742.9848963656
1498,165629.79876059308
1499,155349.45337024177
1500,150207.84197946623
1501,166206.859534529
1502,146142.88230427957
1503,265229.9251877597
1504,233464.5724614588
1505,222390.7915886541
1506,187121.3266294204
1507,224209.00967682924
1508,189986.80470056343
1509,154410.56980567385
1510,142793.10195768237
1511,150721.94644130248
1512,168466.8765254394
1513,142203.4171101579
1514,135735.2996154884
1515,182960.0286445831
1516,151612.492174203
1517,163965.62421541836
1518,127985.65782581596
1519,198536.90563071903
1520,126742.42862906246
1521,129209.39821893428
1522,172559.17431211358
1523,108198.13708218874
1524,120446.79618577241
1525,118449.24183376298
1526,110433.90257719804
1527,104568.72343311386
1528,131134.59604186387
1529,144210.0269036197
1530,184899.73795804405
1531,113248.03218709452
1532,100079.67514725367
1533,147331.31250520312
1534,116963.04018685094
1535,136389.63755530817
1536,103377.67002487347
1537,61874.02144742945
1538,154490.97585626616
1539,207461.18947557584
1540,91916.39310023563
1541,140775.68776612805
1542,131083.7433623746
1543,186407.2312481462
1544,86117.41945224955
1545,114471.14357068294
1546,136196.53583372038
1547,125809.13934595522
1548,137564.86264270847
1549,125419.82628183352
1550,134264.41286855986
1551,105045.78126480557
1552,136866.50873948686
1553,149374.18096782552
1554,117588.60818715335
1555,157314.93504036366
1556,93757.5706756989
1557,107388.98648716333
1558,101177.88193676647
1559,70228.80185843082
1560,140821.17886174636
1561,120138.22620159684
1562,123551.67890233215
1563,117118.05091089252
1564,156468.75529681297
1565,144055.02350932654
1566,232549.4109247771
1567,78378.87899854533
1568,232754.0637506061
1569,112911.24274664347
1570,131770.7630744698
1571,110913.62070495092
1572,136369.59726780196
1573,210876.04074138924
1574,124339.39511545267
1575,231884.0457785872
1576,253443.09125744356
1577,173072.59017294477
1578,152962.34280837962
1579,151875.3628107847
1580,187509.3930119081
1581,147109.84810227924
1582,119106.1848832296
1583,274587.93609736045
1584,208036.39468952583
1585,131562.66458787487
1586,58986.347987351444
1587,99095.34702190713
1588,142616.03346354325
1589,93712.82673563308
1590,123677.0846625232
1591,92007.70054651001
1592,107202.56942696654
1593,126254.36388824014
1594,124262.8098005502
1595,115453.74568074066
1596,205416.06802711822
1597,183055.9488020642
1598,210892.06552379025
1599,163873.95847923288
1600,161646.1956028032
1601,63284.93713837975
1602,110272.10787535387
1603,75234.80526627864
1604,229523.29281985588
1605,235904.63506455946
1606,168469.2776222455
1607,166906.59870686638
1608,215109.40727807203
1609,175113.73260596555
1610,139148.640816127
1611,136130.09809522872
1612,160801.93989513963
1613,158889.1015209938
1614,121660.224326982
1615,92075.8858059036
1616,79608.11219692201
1617,89960.70679838955
1618,121853.48947403501
1619,135509.15387640937
1620,148620.235283065
1621,132208.77284905367
1622,135391.0982738721
1623,249421.40459201354
1624,204122.62070995366
1625,116512.31169805098
1626,165816.1631475114
1627,184199.67880124584
1628,271621.21901435225
1629,175173.36972345717
1630,311964.02452798793
1631,225585.33233992872
1632,234907.23456468093
1633,169602.8855443562
1634,174020.04773029187
1635,168521.70092314697
1636,150163.76125903754
1637,191158.72693016074
1638,173340.2715546156
1639,185469.62852194786
1640,246543.62192693018
1641,178636.940536056
1642,232580.8920552723
1643,206506.68952830066
1644,228293.52839413387
1645,183933.96370182588
1646,152328.35781083
1647,157494.9944154489
1648,127800.17108733345
1649,136589.75998437623
1650,107745.06962762703
1651,118079.44088149747
1652,94526.00396548315
1653,95944.81991201185
1654,139585.01695262568
1655,136270.57343514398
1656,137588.85133852487
1657,141416.55248310367
1658,141073.41583030223
1659,112632.47409754159
1660,150690.35507852802
1661,358472.7901181179
1662,359094.599105788
1663,355873.8568270123
1664,423896.05328717275
1665,294222.41761550645
1666,307964.3758702879
1667,360508.3163064653
1668,328627.84907433426
1669,306181.00602633756
1670,330219.4507800924
1671,261742.9622743598
1672,381057.8282820469
1673,282811.22166274284
1674,247432.9757459204
1675,198009.93776746767
1676,194527.70748515057
1677,217955.93375454866
1678,404329.11089896277
1679,365853.8491568755
1680,309118.6403167738
1681,237898.87116691624
1682,300807.86881348246
1683,188222.88452676532
1684,168742.87498037642
1685,171409.10927719728
1686,172478.31470961947
1687,166338.71645051433
1688,187014.040567143
1689,192293.76563438584
1690,191053.543549012
1691,183869.59836858962
1692,246915.03343466608
1693,162407.77037064722
1694,172000.18873568557
1695,156666.4126391635
1696,251651.63069700997
1697,161487.7183221655
1698,314252.31604073796
1699,299980.5082724777
1700,244005.541213515
1701,255873.6237731707
1702,229698.76544388043
1703,236161.06893491495
1704,269484.6997823942
1705,238230.6367445554
1706,350294.8162943273
1707,200444.53816472873
1708,199024.92521120905
1709,264897.76010740147
1710,219303.39399597907
1711,258194.847316786
1712,249725.1043623369
1713,267238.67546263285
1714,212866.49093985322
1715,200245.0035612547
1716,176756.4165791738
1717,173464.01364863425
1718,133171.35278421376
1719,196684.5800794066
1720,229011.96352461472
1721,160477.77620486857
1722,120926.75050154033
1723,145223.19317298144
1724,198453.4178130429
1725,226073.70212910778
1726,179227.93507266426
1727,149397.25774568052
1728,166353.8236905342
1729,165405.3320750707
1730,150279.88792684185
1731,122919.91472298512
1732,119273.48136137793
1733,112528.69190565185
1734,124404.97704630738
1735,120473.69421196633
1736,105548.94801744515
1737,299152.8885166608
1738,258616.194501326
1739,232089.65682643064
1740,201104.28457991057
1741,177216.36341263202
1742,163755.05085208666
1743,174554.43909978235
1744,321639.21189325524
1745,214450.51265503274
1746,176549.08691765755
1747,202909.96187689502
1748,210373.7675912062
1749,141854.54228743815
1750,121485.90791883506
1751,256328.80859498968
1752,114563.77218587081
1753,150476.01123772428
1754,191177.87323330995
1755,165877.6983589468
1756,122751.26587383678
1757,119264.62456898439
1758,144855.25682632328
1759,158787.9154221598
1760,158817.61295614106
1761,145342.65794120307
1762,172387.4316012975
1763,181927.06769542332
1764,111932.4813955394
1765,168376.95668451258
1766,187811.44636614795
1767,217447.61635916404
1768,136811.60769322488
1769,177817.07837092975
1770,150429.59266453786
1771,122090.87930166803
1772,136312.1650135363
1773,121988.4283182248
1774,147906.54830517503
1775,145960.35523906173
1776,129702.72428260944
1777,100848.00293324709
1778,135717.01613176116
1779,115845.06480757314
1780,181580.41872518533
1781,128374.00864739413
1782,81120.0319810624
1783,135227.964219686
1784,103564.9742559289
1785,126045.18309953138
1786,140938.9199614515
1787,177325.24697340245
1788,56167.07411837338
1789,100143.4761528076
1790,79208.69165061446
1791,168842.43027448485
1792,157108.38718705502
1793,130565.01967091644
1794,154493.29605261088
1795,134874.95896395564
1796,120551.49371973588
1797,112429.73397228916
1798,119025.64583632429
1799,112644.83453044233
1800,127627.09744022106
1801,116194.8165740127
1802,134397.48877147955
1803,143482.4526054422
1804,140564.38438250055
1805,131727.83173167345
1806,128090.31910606494
1807,133319.4207750814
1808,120096.45398263275
1809,119955.27533464288
1810,130054.01014686296
1811,81394.67675947666
1812,100817.10782211555
1813,116590.15410686281
1814,93733.94930058104
1815,51668.831164187875
1816,96641.5944935534
1817,111017.06680729047
1818,148341.12100532645
1819,124156.33638913053
1820,54919.4250992235
1821,114406.83248761806
1822,155994.97668474843
1823,46727.16195894869
1824,131646.1957629047
1825,132769.35574510813
1826,104053.91416039356
1827,98718.29086531544
1828,128813.39776956769
1829,120086.37207232203
1830,141118.18096910676
1831,146697.63396155922
1832,72058.54885105323
1833,136240.14799543947
1834,108919.41270756502
1835,118916.31155028939
1836,122068.27716130766
1837,97980.24720097291
1838,125355.40279283209
1839,91347.69621617117
1840,127986.04796985841
1841,128191.51102160903
1842,88396.60297258872
1843,121865.55114803277
1844,138940.68310510047
1845,134565.14715154024
1846,157540.78354737692
1847,161406.020729632
1848,51853.8400717089
1849,108488.92701197819
1850,114906.89718632035
1851,154473.9755838462
1852,121816.72795539878
1853,113952.70301169151
1854,160322.67438548643
1855,148109.12682978404
1856,217347.53290377735
1857,148820.63397711748
1858,130613.12611941624
1859,114859.7092314396
1860,136396.14442168194
1861,114062.64483745502
1862,269758.7255174612
1863,248184.8287630328
1864,248255.79457123543
1865,310476.93063762924
1866,294397.2333204193
1867,222025.47086920365
1868,258548.719197245
1869,199780.34360949253
1870,218395.58662636095
1871,241451.64668974897
1872,170491.48572806767
1873,238262.06354932717
1874,143336.9008283265
1875,190957.71132407835
1876,185935.35414846728
1877,202853.2118045292
1878,209466.27808628246
1879,125940.21992452211
1880,123733.56835527292
1881,234876.0719043824
1882,234429.4900974742
1883,179071.2122293132
1884,197240.96507943177
1885,227130.87688208657
1886,257493.09687379483
1887,214359.52170037763
1888,258606.45157368763
1889,164273.13041872942
1890,113810.8773872774
1891,120720.88726686062
1892,92090.88174529397
1893,132706.1478487419
1894,120024.27214942657
1895,136643.32313368784
1896,119766.68415945196
1897,121951.40720915998
1898,108806.63201795651
1899,156261.10869287542
1900,161067.08480305274
1901,163525.6357235276
1902,156051.6346473268
1903,204667.5094088965
1904,134264.98228012444
1905,200376.72248972143
1906,120714.48774410773
1907,201532.423467338
1908,105118.54261715096
1909,129302.94644206521
1910,118246.15487030277
1911,204491.6364942319
1912,336209.20330625796
1913,135116.545815703
1914,55454.08833726858
1915,260829.55974971328
1916,70134.06485968364
1917,239935.11380625734
1918,134643.6441839618
1919,176246.2281671697
1920,152925.12311743142
1921,320818.9330417667
1922,276712.75065083784
1923,234970.28488870105
1924,218508.5672987732
1925,187046.36212985415
1926,324581.62176461634
1927,133070.56938763507
1928,150778.8978306145
1929,127739.18941077027
1930,124934.64692700387
1931,133761.20084362503
1932,135326.7422534354
1933,174193.91312934784
1934,171125.7414730252
1935,164563.23065134464
1936,186019.81774608247
1937,176938.41543219684
1938,165246.16409728932
1939,242298.2933044561
1940,194124.3339216951
1941,165704.22543938778
1942,177195.8504210058
1943,212687.36993856047
1944,335411.6108540945
1945,369164.07963326934
1946,137860.3907657664
1947,271860.1359052404
1948,176600.00736776617
1949,245221.3158384601
1950,190887.76094729078
1951,237458.03054190683
1952,211904.96514047813
1953,164989.6716431447
1954,184171.02833823694
1955,134043.90904618107
1956,313390.84086280374
1957,151311.35009241154
1958,271986.39324250264
1959,142315.897598869
1960,113016.07893287441
1961,117185.46229632219
1962,96003.21709003598
1963,103375.87145578238
1964,101320.15764169907
1965,137416.73576878788
1966,134514.32626255084
1967,279178.88188779517
1968,380559.66785384325
1969,362191.9929735524
1970,357697.0794311718
1971,412525.80430740636
1972,341595.9901799551
1973,278597.08474150504
1974,313651.3233171936
1975,439393.43621357484
1976,277547.535321823
1977,321530.1072338863
1978,322727.3495307569
1979,318737.58368300775
1980,208754.0766065525
1981,315060.24721289903
1982,217812.02311725938
1983,207850.98660044218
1984,168236.6081030243
1985,217164.36788287264
1986,200708.74959233197
1987,180398.73248675244
1988,167056.92156637256
1989,191637.8793774333
1990,204649.30970946662
1991,229019.60461269613
1992,210310.45382283934
1993,164146.30195429802
1994,219766.3850025274
1995,180094.7188793782
1996,237507.39883407415
1997,298971.82510320446
1998,307977.99221955816
1999,251689.21369924373
2000,327605.7694642542
2001,277592.2637342989
2002,228355.60507985565
2003,249984.81177620246
2004,278326.8879433587
2005,218664.61447026
2006,222765.93878986168
2007,257838.79132018625
2008,204487.64378122997
2009,183064.54232123905
2010,190151.71340710524
2011,136909.61352742554
2012,170493.46716902303
2013,170889.74164742566
2014,174927.33183352996
2015,208620.44062852496
2016,176541.04011150048
2017,194191.78537120664
2018,115024.81388898059
2019,124089.88667940529
2020,102488.85416781856
2021,100317.5820428748
2022,179140.75425612077
2023,140829.79325705324
2024,253638.48128685495
2025,322471.4674820259
2026,172854.03975200182
2027,150684.66084518383
2028,146521.7406323072
2029,156693.82336147685
2030,265602.65129596036
2031,226421.23161272114
2032,246431.5400792326
2033,253357.30996077397
2034,169542.2186149541
2035,211521.26207711047
2036,194491.56506476158
2037,201480.65703742416
2038,308550.6706122005
2039,218846.39970807167
2040,261476.9919866739
2041,316012.6427241447
2042,201502.40924414017
2043,178603.2854042492
2044,172052.9985330565
2045,220978.56055951826
2046,140615.3386270133
2047,137175.07941818997
2048,132871.83358348414
2049,139961.51020682108
2050,177099.4390024883
2051,101111.6407520082
2052,124604.19286061499
2053,141834.73940065256
2054,90843.991954318
2055,155396.19598220364
2056,143323.68546988297
2057,111736.11586591057
2058,207894.12353112997
2059,131203.37496553423
2060,164549.20396176874
2061,168859.21536339153
2062,126845.04883182807
2063,119470.85626932382
2064,138362.01803925878
2065,121753.35386284761
2066,164817.40788476425
2067,113458.18774648193
2068,140606.83262631594
2069,81047.06700776762
2070,119872.88946750162
2071,92184.03724420139
2072,118169.43673892463
2073,128463.56384507193
2074,192023.77383623814
2075,141398.3301041457
2076,117000.62973994348
2077,151932.89430303997
2078,120106.81631402824
2079,130847.15838135121
2080,114929.51373424585
2081,122167.19559078792
2082,113876.51397959862
2083,146347.37582005517
2084,108881.48697713748
2085,110149.78493108241
2086,96113.34882260607
2087,112140.81509366982
2088,92007.71282933849
2089,78546.93160883967
2090,119161.17589536335
2091,99916.4956354442
2092,115991.64979792613
2093,116599.9756699171
2094,111343.46510332337
2095,138030.58199626394
2096,82504.42448739971
2097,99322.31708585599
2098,142492.636755421
2099,49449.91355478087
2100,75406.49709410217
2101,107018.99858931101
2102,131137.10944863036
2103,103395.91722892717
2104,138325.70403200964
2105,124887.06161445112
2106,68913.4778716076
2107,195158.90478615602
2108,107259.29540636345
2109,103002.04086436791
2110,123513.03816630376
2111,140093.23302162965
2112,137011.18511958345
2113,116571.8938424572
2114,123748.18447325919
2115,162772.63426463451
2116,114688.25299026829
2117,140189.37068446205
2118,124324.15846974091
2119,115313.28341653223
2120,107377.35383288698
2121,109481.0385609004
2122,118833.95655178578
2123,80732.34395351377
2124,160399.3817261119
2125,119829.20602437147
2126,148186.5143857669
2127,146759.610169522
2128,130964.38603215324
2129,92165.87651955837
2130,130686.65976346278
2131,139607.99767640737
2132,113733.60788768601
2133,128523.23857583382
2134,123978.57567567258
2135,90158.73447594026
2136,83800.56937064059
2137,103146.52942855319
2138,132350.46965374806
2139,144828.06663154697
2140,136052.40190274426
2141,161552.8913044863
2142,127226.78164017954
2143,146711.12311571522
2144,131875.75995460225
2145,135917.8757044212
2146,167962.29412185226
2147,143669.44212041167
2148,141784.29632448053
2149,156293.67752800387
2150,227485.99417832182
2151,116627.40959517367
2152,150539.69209976096
2153,156948.29661928775
2154,99139.01003400922
2155,134860.14520202312
2156,235917.3486926141
2157,218511.49406117696
2158,232498.34880322235
2159,209959.45562040093
2160,180476.89244904352
2161,236144.00387814423
2162,373395.72132103605
2163,303837.3222789553
2164,240531.0246821762
2165,195101.50788546854
2166,151722.1411498578
2167,214143.66919739844
2168,177223.09144566627
2169,191284.56388568177
2170,207573.4968590684
2171,151177.77900227634
2172,129341.3892046588
2173,162633.55931228388
2174,210548.53595584506
2175,280778.71556745237
2176,285666.0583060367
2177,222697.5192213725
2178,209153.4502192134
2179,129520.27214401551
2180,190368.37245627324
2181,193493.62926173524
2182,221112.6387145321
2183,189957.49966416598
2184,114113.41895177044
2185,116882.58163456027
2186,138688.0545703919
2187,143236.24262868674
2188,149064.55992024997
2189,258497.70454567904
2190,80748.37603991081
2191,78647.27956629774
2192,86915.30693726274
2193,110681.94374697194
2194,100665.04723265857
2195,104212.38443166902
2196,92069.1671905811
2197,114066.61007255023
2198,168180.1144888453
2199,169909.02382610197
2200,144984.79277231588
2201,144050.00845784557
2202,233595.49347710088
2203,137378.83078404583
2204,170943.52283756473
2205,116957.27224246904
2206,143595.74021043582
2207,204132.32661805925
2208,265367.1301588398
2209,233380.97819613022
2210,117084.49346615942
2211,116664.97791232793
2212,118982.59551378121
2213,106635.59461340544
2214,126756.1374636769
2215,94215.79547787229
2216,141052.64592107877
2217,55936.18101977597
2218,69755.2163291442
2219,63479.69188259217
2220,64732.52172705867
2221,261238.40841845179
2222,243554.34646378073
2223,262428.6552723467
2224,207140.75396195953
2225,121831.28888161859
2226,173790.4184941672
2227,195309.06323552068
2228,242358.24617061767
2229,243085.27433410962
2230,139441.9713233948
2231,204532.77596475097
2232,167081.76835460856
2233,176840.69832551395
2234,230866.5338627477
2235,203003.81786714733
2236,249242.78845049156
2237,283169.4001280274
2238,197268.05859307782
